Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.668515118,5.561139076,2.587653844,4.415501587,3.919126893,2.485826289,4.521680309,4.276595951,4.070321887,4.156137989,-1.857289278,8.611990348,
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.713295839,0.707333347,-2.980905768,-1.841065451,-0.004547542,0.778304351,1.293462732,1.667859041,0.925810941,0.483198317,-9.039953411,6.737277123,
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.457147209,1.730376267,-0.61363604,0.517686013,0.689822357,0.921487125,1.375223064,0.997123062,1.889923681,0.892291654,-10,4.6,
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.314834143,2.737179832,2.429358335,2.609947414,3.38407811,2.496528695,1.994180818,2.473598525,1.91907105,1.927372025,-1.569473361,2.228138413,
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.097917919,0.023809524,1.374750999,2.005100177,0.296205514,1.560626697,0.753826746,1.675331752,0.584068067,-0.240350841,-4.506904542,1.657071117,
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.3,7.400000001,4.8,5.999999999,4.200000001,1.2,1.1,4.1,4.1,4.5,-2.5,4.3,
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.058473603,5.12110612,4.568679614,3.797848393,5.020111002,4.967721128,4.213517068,3.837958174,5.647946407,5.114158858,-0.250155705,7.517355387,
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.471566601,5.956274309,-0.088150201,10.91546945,4.024038626,3.875825448,4.335855917,4.739937225,3.757910125,4.600625666,-8.398364296,3.610612695,
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.963078575,7.069569946,7.313345505,7.356665149,7.142571101,6.965797814,6.933313973,6.996903699,7.469169207,7.054106932,-3.096006731,3.026389363,
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.120260261,1.76257601,5.136144329,4.161574477,-1.096288599,9.865174721,-0.478196755,-0.244658832,5.274150125,-0.539607341,-0.547003796,1.499998904,
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.04369578,1.616739444,-0.516911499,5.705600517,7.577362707,0.713083369,3.93046385,0.007068824,2.052464636,4.047478875,-14.53207299,-0.879622643,
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.804824918,3.685667782,2.402530992,3.164708636,3.202453795,2.809103268,2.946881715,3.15963574,2.907403774,2.24397786,-0.709415359,4.145323954,
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.37026412,9.628406975,6.6258183,1.149300437,0.500876982,0.593019617,2.925868226,-4.712106209,2.433981268,-0.551959288,-8.855278923,,
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.717022406,4.485819964,2.380916156,2.871330585,1.356011812,0.417201872,-0.292896399,2.007824943,1.6295792,0.684181877,-6.503783743,6.349898717,
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.526905517,8.038652681,8.026098434,8.026300226,7.611963441,7.270065843,7.022836255,6.892530873,6.247960008,5.457735092,0.50303183,2.528351001,
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.975135559,0.867339877,2.564791337,3.827873498,2.484060106,0.462320792,1.55454941,0.782014001,-1.702174807,-7.15724707,-21.39989992,-7.00123936,
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.09982524,8.200768225,7.993814446,8.687287816,0.7013931,-0.01856497,-1.554958617,2.45515592,1.157575122,-2.467297635,-2.982491276,4.986712835,
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.027247672,-50.33851514,86.82674844,-17.99796157,-23.04280583,-0.842656252,-1.490941117,32.49180219,7.941367853,-11.19569459,-23.92978245,31.37242223,
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.603862385,5.483411333,-0.19985174,-3.174377604,1.416157186,-1.362037196,3.753021478,3.387056508,2.880820578,-0.650157505,-24.36461878,12.22986221,
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.427384022,4.448732257,2.570633245,2.854447192,1.387368735,0.523919552,-0.16250612,1.87848999,1.630166603,0.734395356,-6.64470127,6.548269426,
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.214343898,2.999563455,2.094099721,5.617914563,5.627030051,2.384902067,4.295635103,4.433897011,4.494581095,4.983689786,0.910610827,2.020684807,
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.645626845,3.3140288,-1.727251615,5.162416354,5.677204621,4.032721391,4.464300904,4.198034306,3.735838878,3.361846733,0.163742911,2.551983796,
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.01596737,8.669483012,8.632181377,4.05174633,6.377978897,4.205955475,5.05362489,6.460681271,2.310084255,-0.220483887,-3.472296819,3.326763818,
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.610166904,4.782177447,4.470907566,4.992225563,5.820726302,4.999915139,5.693505757,5.100651939,4.818428507,3.682907429,-3.224650264,5.588290843,
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.929776472,6.257013912,5.363892972,5.394106121,4.985223535,4.391572397,4.56763307,5.16550955,4.886273697,3.987430381,-1.219563189,6.887874035,
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.266280653,4.614252238,6.334821701,1.792531445,1.710544004,3.127557724,3.605400048,-3.138174923,0.071538723,0.92750332,-8.356395734,1.347623155,
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.024148787,7.192619197,5.879952535,5.61384718,5.312319699,4.699887698,4.477356373,5.298647165,5.426299493,4.648960721,0.134235524,7.121678462,
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.651240653,6.03900816,3.843864749,3.550072843,3.537009879,2.024583955,2.518828273,4.282596951,3.993310328,4.625103139,-0.021762974,5.981032113,
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.760413593,1.044298695,1.64990203,3.171790499,2.623086016,2.269784484,4.978190437,1.317187663,1.219321919,2.319925201,-0.797435589,5.102455447,
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.45556726,2.573712363,7.042247161,2.007966879,1.902172684,3.885260054,2.368614747,3.312475936,3.991854505,2.569703888,-2.202985338,4.068073863,
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,25.12275964,21.61652888,9.242245928,10.75285399,-2.048380612,-21.51440527,-0.679060845,9.983305509,6.464667694,-2.511937846,-54.23590002,19.26705638,
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.815717917,5.245697297,3.009961262,4.5354242,19.0472788,4.344582976,0.521185509,5.057898157,3.065641334,2.890974761,-7.187079581,7.929667942,
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.09999905,7.000000024,1.012217961,9.574890743,7.189187012,4.863473211,3.451551047,-3.500961422,5.95627042,6.905665492,-12.96513471,21.5535607,
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.100000084,5.818166219,-0.589733963,9.04386557,4.999625923,-0.338235559,4.408886709,4.690793676,4.301477757,3.683403898,-7.380182154,13.9445896,
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.619239746,1.578427051,3.011148115,2.300376232,3.339203113,3.132298073,3.993146064,3.933307595,3.194356515,4.41123213,-7.137671622,4.40234,
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.265129068,8.566733531,2.517383942,7.281073979,7.329626203,2.88454853,6.338300636,7.209910123,8.123128908,7.097466015,-33.49279579,41.74510055,
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.028831192,3.594957289,4.325837324,2.215422623,3.259559007,2.619873997,4.294701217,1.625479669,2.052882212,1.119533837,-3.524092011,4.535654926,
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.118118143,3.66300793,3.642322679,1.354091962,2.849773255,3.293151528,2.630532425,2.113129135,2.194994725,-0.199047772,-7.98791234,4.720565298,
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.421623829,-0.30723955,-1.2927116,3.679684139,-1.119928582,2.111108569,2.016095319,3.410419703,4.194018756,10.83921368,-1.841596424,1.114795058,
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.954551275,6.37884123,5.556045237,5.43129351,4.994429914,4.47798674,4.595647894,5.198464166,4.911516103,3.988922203,-1.244124826,6.955013891,
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.358750858,2.339886045,-0.456183224,2.925257665,3.629123513,3.85586514,2.848205194,1.081772738,2.88059671,3.910419538,-6.110886711,3.964264171,
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.313935279,3.21313378,-0.836734632,2.29506829,7.084683881,6.171800024,5.852299199,5.305456084,4.746484327,4.756160808,-1.235450447,3.052613569,
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.543569377,0.466127625,4.118660982,5.473057917,7.633119335,9.608131222,3.381115768,10.92532923,6.168984106,5.917344507,-8.324283232,10.2977636,
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.06928609,7.520057227,6.485754004,7.898669478,8.19966375,3.277279417,10.50778078,5.7500645,6.404977325,6.750460146,3.1737744,-17.9129448,
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.275722462,-1.087303558,3.685849051,0.435276808,2.794344068,0.740786053,5.343002039,3.12067204,1.681820042,1.009494414,-2.801753499,4.693814782,
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.734331082,3.228451021,-2.723790771,3.548979912,1.783698581,3.390381397,2.949280321,4.716465276,5.077888811,4.062944992,-15.30689376,12.43435899,
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.365161685,17.29077758,12.31981985,11.64891619,7.885225481,2.379835807,1.489784485,5.63687639,7.74488062,5.602244219,-4.557751973,1.636769576,
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.395939086,-7.384230288,0.810810811,2.680965147,4.177545692,3.383458647,29.21212121,23.17073171,-19.34501142,-11.14258735,,,
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.502353115,7.417384316,7.258439253,6.963607135,7.398512797,6.72327878,3.824214319,3.741317593,3.44381384,2.31460601,-1.233905711,2.363988418,
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.620229521,4.172783283,4.470013182,4.150813186,4.274823271,5.376339237,1.260909224,6.270545694,4.772173639,5.296637357,-0.938516151,2.445368273,
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.377203223,4.077538066,3.496118365,3.3604061,3.82696982,3.690556904,3.862468263,3.937983806,4.006740572,2.891464957,-14.59739843,3.703611124,
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.874065633,4.854055111,1.885799508,5.199999996,5.700000005,2.8,2.484040626,4.000030516,4.391688296,5.448181336,0.799998331,2.751416408,
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.424847383,5.293912834,5.473454193,4.693722526,6.006721946,5.091532422,4.449781398,5.81272241,4.843086976,4.413190208,-5.534456218,3.09215965,
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.736368762,1.673279935,2.236265126,1.879791747,2.332052952,2.541510234,1.61424654,2.304819564,2.930989761,2.261148121,-2.962387632,5.837765895,
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.03924948,5.091338139,5.06168207,5.614719623,6.092519139,4.264174529,0.033794488,-1.027250823,1.059943443,-0.839154678,-8.036213662,2.65605082,
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.578166743,2.357756936,10.54894458,5.315130634,6.642136655,4.392648832,5.740893151,5.001359945,7.210803008,5.941396863,3.550227506,1.387129177,
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.005655915,5.307924204,4.230061175,6.671335393,6.309718656,2.652693295,-1.61686895,0.80588662,1.922757342,2.208429277,-1.794253082,3.647186541,
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.409645499,6.317476383,6.495258014,4.927502861,4.78581617,4.792056766,4.563515388,4.630795521,-3.363705717,-3.779333196,-1.789975444,10.3443407,
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.342739336,1.551189312,-1.030353991,-0.130175288,1.423395395,1.959169721,2.191713719,2.910902513,2.360915095,1.955588416,-3.886083918,4.863219149,
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.701833824,0.981434479,2.703109471,1.034072914,1.969544301,1.967128438,1.071558977,2.323290208,1.118828479,0.745798219,-0.717182669,3.880936036,
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.816414651,3.421828238,4.670122149,3.525153174,6.011482841,3.976053274,0.433113718,8.977279354,7.622376108,6.657055428,-2.369620627,4.246940141,
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.11111111,10,11.36363636,30.6122449,26.5625,3.703703704,3.571428571,-5.747126437,6.097560976,0,1.149425287,1.5,
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.523877571,2.251758633,2.245302935,2.695416618,3.815427603,3.744332198,3.767447717,3.578278276,3.359219548,2.192477216,-1.252664529,3.71401012,
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.985619729,1.867924371,1.386406603,1.518285911,2.092430567,2.434228444,1.827653082,2.493931435,2.354514528,1.74129964,-4.236143841,5.385066812,
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.713985311,2.894609735,8.863122256,5.227704081,1.292252294,5.017057997,5.046423946,0.304057566,1.287103915,-1.128711062,-3.3797144,3.092276687,
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.720127391,7.556535909,3.397426605,3.69382847,3.853730149,3.134518947,2.984115624,1.325782313,2.222248732,2.172115282,-4.834499224,3.840278754,
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.606688629,2.748405917,3.50703342,4.396456634,4.674707982,4.731147475,5.526735845,4.432625907,6.151702611,2.497636929,-1.274087443,6.487086774,
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.827993494,11.31362591,9.778490071,6.903948051,5.066422355,5.733054296,4.953211423,5.591148876,3.685429938,2.979772001,-17.9448936,15.33587393,
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.332459107,6.327192402,6.139724706,5.852518211,2.382157372,3.252244772,3.953318715,2.518835442,3.969351341,2.240631769,-10.95269893,13.34950908,
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.33449996,3.858232828,6.896951711,6.750531301,6.347987483,6.348309717,7.14945675,6.930988326,6.341485572,6.118525662,-9.518294741,5.703155968,
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.216093492,6.683667538,1.67259734,-3.387309936,6.293865865,7.539063225,-0.083373224,-4.078810923,0.108108108,0.395968323,-9.107206884,-13.33333333,
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.12845407,1.107543626,4.657119597,3.824946328,13.54377062,6.578356323,5.489573153,3.534610818,-0.279252285,4.480430622,-3.167381176,0.3,
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.934638181,5.042187883,1.545221571,0.856557081,3.836958494,4.383298635,2.953508842,5.140017574,5.945208477,4.449987879,-2.020070734,6.847713362,
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.498021201,4.018997555,3.480886481,5.816605333,5.117880916,3.153337232,2.601005826,1.63230676,2.604126142,3.165012218,-2.508453662,3.174736252,
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.413254118,-0.358510628,0.02927511,-0.306826657,-1.190363454,-1.049443651,-1.263002925,-2.885954759,-4.360606061,1.675063105,-4.353426337,0.207432829,
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.737625476,-1.696164781,-4.057293608,-0.922644675,0.792190302,1.792046046,2.019485396,3.506345285,2.849325934,2.682759921,-8.300516042,5.482391708,
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.09523127,4.286371207,-0.708043112,8.293076489,5.301238592,2.957151735,4.268025833,4.810078856,3.204250341,-0.401855101,-0.819785391,4.102413415,
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.777362056,9.600808489,6.096456563,4.698569866,-0.157866651,3.721299671,8.86461882,1.419367563,1.227077378,1.362687466,-11.31846611,7.050450938,
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.789957356,3.840277696,0.902918908,3.305896099,3.689809769,3.672723859,3.606620728,3.98838686,2.816895064,0.965367241,-10.30995848,-3.667728391,
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.926753193,1.654401748,1.249302147,1.399454631,1.914779925,2.137343397,1.7481025,2.363005069,2.256349093,1.699214998,-4.448770621,5.119168489,
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.718832487,-5.388345774,-2.262747886,0.392995196,1.046208544,3.446946725,3.36664139,2.097448458,2.82447942,2.420144903,-10,1.024255604,
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,19.59233153,13.37517641,4.730011844,5.556040643,5.334323292,4.753345724,3.064191884,-1.497604702,1.234872202,0.774808381,-3.640449798,1.590756954,
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.90123628,4.517086964,1.924993262,0.269963879,4.120674963,3.16050387,2.857546057,8.196506503,6.029019041,3.853163833,-3.677510791,5.100128197,
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.5,4.300029186,4.024086157,1.755422149,0.736267221,-1.972719226,0.193690072,1.825790064,2.80724541,2.198075714,-2.663757511,4.7495841,
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.334656108,7.958385719,8.641520625,4.719836864,6.167167721,8.856861325,5.970744298,3.976289694,8.579437537,9.460597561,-3.35885332,10.88451916,
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.468773659,5.110244127,5.467978464,6.033785463,6.938621192,7.33607192,7.682240582,6.527009244,6.334238353,3.835371973,-5.22737398,7.964362173,
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.039484026,9.996865166,5.41142278,2.699281071,3.652485666,4.106393864,1.670664257,-0.741528418,2.5141658,0.333780755,-4.137670376,3.240929768,
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.858241952,-3.213532093,-17.0046884,1.955144633,4.661379542,1.910176891,3.467642184,0.709256285,-2.68093055,-2.178251045,-3.629800924,-1.868520206,
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.390889253,1.33409108,4.002995551,2.412385276,6.224074438,6.367043651,6.369684417,7.393737497,6.209241034,4.613628097,1.325505141,6.064495968,
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,14.51974971,6.214934169,4.435497594,4.817630991,3.935540277,2.976799316,3.56169799,4.661435049,3.661304994,1.095672567,-4.143105621,7.613962615,
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.708388169,7.429949617,2.466001387,5.237740178,1.189217471,1.676146156,5.554731534,3.075348034,2.745995423,1.749514287,-3.382047485,-0.202448665,
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.346466052,6.315045036,15.18176908,20.71576829,4.556772366,-20.59877072,6.055474029,4.192610074,3.46460214,5.254241203,-1.96894782,4.104700089,
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.107887579,3.806881243,2.822623757,2.235624415,1.708706265,2.4,2.5390625,2.247619048,2.412444113,2.437471578,-8.177217438,10.27847612,
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.473684211,-8.314773571,-7.044534413,-0.783972125,-0.7023705,2.291505561,2.344405861,0.258265466,1.493905318,2.065685147,-6.647910818,,
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,7.794200253,15.04994147,8.53229304,2.349582763,7.530969253,7.456521543,2.489374346,4.049110488,
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.731044553,2.036276689,-0.681542369,2.892636734,-1.58951032,1.806059265,3.338586765,2.101163847,4.495121293,4.331734906,-0.903218502,7.549912535,
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.955932497,4.196236606,2.677210316,5.068802001,4.890953895,2.824958956,1.397097453,2.486905415,2.761651236,2.558523957,-2.063769942,4.198290076,
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.493416395,-4.640316736,-46.08212237,13.12973114,3.373648477,-10.79336463,,,,,,,
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.955931724,4.199175913,2.676040661,5.069575112,4.890637424,2.827255249,1.400439537,2.488682149,2.762042591,2.55901056,-2.068856312,4.201410451,
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.15804651,6.275411333,3.308999925,3.284270752,3.554438403,2.650544602,2.186895129,1.099297461,2.093532129,2.005338765,-5.659522869,3.917242953,
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.671983657,4.398202015,3.14197646,4.814792654,6.549934955,3.911337989,4.164768974,3.848980918,2.945268909,2.210855833,3.024567669,1.877923038,
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.168825152,5.849367672,2.690349747,2.933441652,0.255503032,-3.411096013,-4.915786469,1.567191065,4.948270766,1.168797882,-15.97519639,-2.729618827,
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.71663275,2.671452779,1.318802246,0.632740007,2.697189807,5.167181606,1.943950861,2.938068678,4.030389714,2.519693137,-3.374681766,3.014302861,
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.343748472,0.861327733,-2.639438757,-1.029282772,2.768158831,2.210081607,3.191852518,4.815380632,4.454365747,3.451079244,-4.321369905,8.211062592,
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.952107008,3.195333235,-0.588304569,1.187775716,2.657798275,4.489281588,2.070593151,2.567924525,1.950022846,1.986195874,-2.170213179,5.075084725,
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.793754968,2.247229761,5.396630697,3.861213798,0.923230547,2.227480675,1.062610193,2.026578156,2.368742043,2.703557595,-1.55964259,7.883306402,
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.199994022,4.600002996,1.39054667,1.306727883,1.580384638,0.4,0.500001937,-5.800003254,-6.599997737,,,,
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.95496195,7.887279788,1.260828926,6.018076914,4.504785191,5.637314488,5.353071513,4.511094855,3.198883963,3.09986953,-7.692672469,7.86188242,
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.191905841,2.850002844,-26.33901708,-26.30008766,-10.31033991,-4.179791613,-6.405590739,-0.723281777,1.393176078,1.220705221,-3.873681686,,
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,-0.972299355,1.070877013,8.711296582,11.31483413,7.25118055,-2.490218992,5.610956374,5.324551483,-26.78287693,2.099997677,
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.55010086,0.082869798,8.882576072,5.700001363,6.899985045,2.767675685,-6.255527085,-2.988695986,2.3740378,3.247181917,-1.600006737,-1.199990525,
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.923170982,8.651125982,7.575932151,7.296501661,6.985046229,6.689067534,6.58628402,6.705252331,6.525437143,5.783916044,1.297291268,7.263408183,
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.63375976,5.927486785,3.456011805,3.384583267,2.338531219,1.481158564,1.847653949,4.293121523,3.665619832,2.638147847,-1.539745561,7.012473071,
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.099259163,6.398199053,6.543507029,6.112343077,5.920588573,5.742868453,5.559079305,4.347748238,4.9762131,5.459921448,1.752824967,5.260594925,
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.513390533,0.840132083,7.242796202,2.687495563,0.984468864,3.134047249,3.435157717,4.177681032,4.222870287,2.151656122,-6.19548916,1.533835584,
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.499999086,7.4000006,7.499999463,7.399999747,6.70000069,6.019303318,6.899260206,7.099894057,7.599278842,7.400652432,4.400049702,9.200190431,
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.199999988,14.69999993,11.09999996,10.2000001,10.29999997,6.49999991,6.199999966,6.500000047,6.199999941,6.3,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.733812059,4.632624186,2.648271552,2.957514285,1.45287952,0.482684763,-0.159344596,1.981477943,1.738687708,0.727684308,-6.548339687,6.75307636,
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.329424057,5.956053788,4.858597922,3.10288057,4.471962123,2.763221773,3.382977353,-3.057649469,-0.690255803,23.51379081,31.91448717,5.29144192,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.271581125,-1.175964284,3.663671787,0.39513463,2.823288568,0.712411294,5.308474301,3.137915782,1.686352332,1.00590627,-2.714925252,4.671692449,
