Id,Company,CPU,RAM,Bus,SSD,HDD,GPU_name,GPU_ram,Screen,resolution,Weight(kg),Price(dong)
569,MSI,Intel Core i7-10750H,8 GB,2666 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,17.3,1920 x 1080,2.2,23590000
570,HP,Intel Core i7-8750H,16 GB,2666 MHz,512,0,NVIDIA GeForce GTX 1050,4,15.6,1920 x 1080,2.06,35590000
571,HP,Intel Core i5-8300H,8 GB,2666 MHz,256,0,NVIDIA GeForce GTX 1050,4,15.6,1920 x 1080,2.06,29990000
572,HP,intel core i7-10510U,16 GB,0 MHz,512,0,NVIDIA Quadro P520,4,14,1920 x 1080,1.41,38900000
573,HP,Intel Core i7-10750H,32 GB,0 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,0,1920 x 1080,2.76,63490000
574,HP,Intel Core i7-10750H,16 GB,2933 MHz,0,0,NVIDIA GeForce RTX 2070,8,15.6,1920 x 1080,2.36,0
575,HP,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,15.6,1920 x 1080,1.75,17690000
576,Creator,Intel Core i7-10750H,16 GB,2666 MHz,1000,0,NVIDIA GeForce GTX 1650Ti,4,14,1920 x 1080,1.73,51990000
577,MSI,Intel Core i7-10870H,16 GB,3200 MHz,1000,0,NVIDIA GeForce RTX2070,8,15.6,1920 x 1080,2.1,57990000
578,Dell,Intel Core i7-10750H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,2.56,38990000
579,Dell,Intel Core i7-10750H,16 GB,3200 MHz,512,0,NVIDIA GeForce RTX 2060,6,15.6,1920 x 1080,2.56,39990000
580,Acer,Intel Core i5-1135G7,8 GB,2666 MHz,256,0,On board,0,14,1920 x 1080,1.46,15490000
581,ASUS,AMD Ryzen 5-4500U,8 GB,3733 MHz,512,0,On board,0,14,1920 x 1080,1.26,19990000
582,Dell,Intel Core i7-10750H,16 GB,3200 MHz,512,0,NVIDIA GeForce RTX 2060,6,15.6,1920 x 1080,2.65,32990000
583,Acer,Intel Core i5-1135G7,8 GB,4267 MHz,512,0,On board,0,14,1920 x 1080,1.05,25990000
584,Acer,Intel Core i3-1115G4,4 GB,2666 MHz,256,0,On board,0,14,1920 x 1080,1.45,11990000
585,MSI,Intel Core i7-1185G7,16 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,1.69,33990000
586,MSI,Intel Core i7-1185G7,16 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,1.69,33990000
587,Acer,Intel Core i7-10750H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,2.2,32990000
588,Dell,Intel Core i7-10750H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,2.65,28990000
589,ASUS,AMD Ryzen 5-4500U,8 GB,3733 MHz,512,0,On board,0,14,1920 x 1080,1.26,19990000
590,ASUS,AMD Ryzen 7-4800H,16 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,14,1920 x 1080,1.7,32990000
591,Lenovo,Intel Core i5-10210U,8 GB,2666 MHz,512,0,On board,0,13.3,1920 x 1080,1.22,31490000
592,Lenovo,Intel Core i7-10510U,8 GB,2666 MHz,512,0,On board,0,14,1920 x 1080,1.27,34990000
593,Lenovo,Intel Core i5-10210U,8 GB,2666 MHz,512,0,On board,0,14,1920 x 1080,1.27,33990000
594,Lenovo,Intel Core i5-10210U,8 GB,2666 MHz,512,0,On board,0,14,1920 x 1080,1.27,29590000
595,Lenovo,Intel Core i5-10210U,8 GB,2666 MHz,512,0,On board,0,14,1920 x 1080,1.69,17190000
596,Lenovo,Intel Core i5-10210U,8 GB,2666 MHz,256,0,On board,0,14,1920 x 1080,1.69,16990000
597,HP,Intel Core i3-1005G1,4 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.61,13990000
598,ASUS,Intel Core i7-10875H,16 GB,3200 MHz,1000,0,NVIDIA GeForce RTX 2070,8,17.3,1920 x 1080,2.88,59990000
599,MSI,Intel Core i9-10980H,16 GB,3200 MHz,0,1000,NVIDIA GeForce RTX 2070,8,17.3,1920 x 1080,2.64,61990000
600,MSI,Intel Core i7-10750H,16 GB,3200 MHz,0,0,NVIDIA GeForce RTX 2060,6,15.6,1920 x 1080,2.1,43490000
601,MSI,Intel Core i7-10510U,8 GB,2666 MHz,512,0,NVIDIA GeForce MX330,2,14,1920 x 1080,1.19,22490000
602,Acer,Intel Core i3-1005G1,4 GB,2666 MHz,512,0,On board,0,14,1920 x 1080,1.5,11990000
603,Acer,Intel Core i3-1005G1,4 GB,2666 MHz,256,0,On board,0,14,1920 x 1080,1.5,10990000
604,Acer,Intel Core i3-1005G1,4 GB,2666 MHz,256,0,On board,0,15.6,1920 x 1080,1.7,9990000
605,HP,AMD Ryzen 7-3700U,8 GB,2400 MHz,512,0,On board,0,13.3,1920 x 1080,1.3,24990000
606,Dell,Intel Core i5-10210U,8 GB,2133 MHz,512,0,NVIDIA GeForce MX250,2,14,1920 x 1080,1.095,26990000
607,Dell,Intel Core i7-8565U,8 GB,2666 MHz,0,1000,AMD Radeon 520,2,15.6,1920 x 1080,2.16,17990000
608,HP,Intel Core i5-8265U,4 GB,2666 MHz,0,1000,NVIDIA GeForce MX130,2,15.6,1920 x 1080,1.85,13490000
609,Lenovo,Intel Core i7-1165G7,8 GB,3200MHz,512,0,On board,0,14, 1920 x 1080 ,1,25990000
610,HP,Intel Core i7-1165G7,16 GB,3200MHz,512,0,NVIDIA GeForce MX450,2,15.6, 1920 x 1080 ,1,30190000
611,HP,Intel Core i7-1165G7,8 GB,3200MHz,512,0,NVIDIA GeForce MX450,2,15.6, 1920 x 1080 ,1,25890000
612,HP,Intel Core i7-1165G7,8 GB,3200MHz,512,0,On board,0,15.6, 1920 x 1080 ,1,24390000
613,HP,Intel Core i5-1135G7,8 GB,3200MHz,256,0,On board,0,15.6, 1920 x 1080 ,1,18990000
614,ASUS,Intel Core i3-1115G4,4 GB,3200MHz,256,0,On board,0,14, 1920 x 1080 ,1,12890000
615,Dell,Intel Core i5-1135G7,8 GB,3200MHz,512,0,On board,0,15.6, 1920 x 1080 ,1,20490000
616,Dell,Intel Core i5-1135G7,8 GB,3200MHz,512,0,NVIDIA GeForce MX330,2,15.6, 1920 x 1080 ,1,21490000
617,Dell,Intel Core i7-1165G7,8 GB,3200MHz,512,0,NVIDIA GeForce MX330,2,14, 1920 x 1080 ,1,26990000
618,Dell,Intel Core i5-10300H,8 GB,2933MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6, 1920 x 1080 ,1,27990000
619,Dell,Intel Core i5-1135G7,8 GB,3200MHz,512,0,NVIDIA GeForce MX330,2,15.6, 1920 x 1080 ,1,24490000
620,ASUS,Intel Core i5-1135G7,8 GB,3200MHz,512,0,On board,0,14, 1920 x 1080 ,1,18990000
621,ASUS,Intel Core i7-1165G7,16 GB,4266MHz,1,0,On board,0,13.3, 3840 x 2160 ,1,39990000
622,ASUS,Intel Core i5-1135G7,8 GB,4266MHz,512,0,On board,0,13.3, 1920 x 1080 ,1,25990000
623,Dell,Intel Core i7-1165G7,8 GB,3200MHz,512,0,NVIDIA GeForce MX330,2,15.6, 1920 x 1080 ,1,24490000
624,Dell,Intel Core i5-1135G7,8 GB,3200MHz,512,0,NVIDIA GeForce MX330,2,15.6, 1920 x 1080 ,1,21490000
625,Dell,Intel Core i5-1135G7,8 GB,4266MHz,512,0,On board,0,13.3, 1920 x 1080 ,1,20990000
626,Dell,Intel Core i5-1135G7,8 GB,4266MHz,256,0,On board,0,13.3, 1920 x 1080 ,1,19990000
627,ASUS,Intel Core i5-1135G7,8 GB,2400 MHz,512,0,On board,0,15.6, 1920 x 1080 ,1,19290000
628,ASUS,Intel Core i5-1135G7,8 GB,2400 MHz,512,0,On board,0,15.6, 1920 x 1080 ,1,19290000
629,Lenovo,Intel Core i5-1135G7,8 GB,3200MHz,512,0,On board,0,14, 1920 x 1080 ,1,16890000
630,Lenovo,Intel Core i5-1135G7,8 GB,3200MHz,512,0,On board,0,14, 1920 x 1080 ,1,22990000
631,ASUS,Intel Core i7-1165G7,16 GB,4266MHz,512,0,NVIDIA GeForce MX450,2,14, 1920 x 1080 ,1,32990000
632,Dell,Intel Core i5-1135G7,8 GB,3200MHz,256,0,On board,0,15.6, 1920 x 1080 ,1,18990000
633,Dell,Intel Core i5-1135G7,8 GB,3200MHz,256,0,On board,0,14, 1920 x 1080 ,1,18490000
634,Dell,Intel Core i7-1165G7,16 GB,3200MHz,512,0,NVIDIA GeForce MX330,2,15.6, 1920 x 1080 ,1,26450000
635,HP,Intel Core i5-1135G7,8 GB,3200MHz,512,0,On board,0,15.6, 1920 x 1080 ,2,19790000
636,Dell,Intel Core i7-10750H,8 GB,2933MHz,512,0,NVIDIA GeForce RTX 2060,6,15.6, 1920 x 1080 ,2,41990000
637,HP,Intel Core i7-1165G7,4 GB,2666MHz,512,0,On board,0,15.6, 1366 x 768 ,1,18490000
638,HP,Intel Core i5-1135G7,4 GB,2666MHz,512,0,On board,0,15.6, 1366 x 768 ,1,16590000
639,ASUS,Intel Core i7-10750H,8 GB,3200MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6, 1920 x 1080 ,2,28990000
640,ASUS,Intel Core i5-1135G7,8 GB,4266MHz,256,0,On board,0,13.3, 1920 x 1080 ,1,21990000
641,ASUS,Intel Core i5-1135G7,8 GB,3200MHz,512,0,NVIDIA GeForce MX350,2,15.6, 1920 x 1080 ,1,21290000
642,ASUS,Intel Celeron-N4020,4 GB,2666MHz,256,0,On board,0,15.6, 1366 x 768 ,1,6990000
643,ASUS,Intel Core i5-1135G7,8 GB,4266MHz,256,0,On board,0,13.3, 1920 x 1080 ,1,21990000
644,ASUS,Intel Core i5-1135G7,8 GB,4266MHz,512,0,On board,0,14, 1920 x 1080 ,1,22990000
645,Dell,AMD Ryzen 5-3500U,8 GB,2400MHz,512,0,AMD Radeon Vega,0,14, 1920 x 1080 ,1,14990000
646,Dell,Intel Core i7-10750H,8 GB,2933MHz,512,0,NVIDIA GeForce RTX 2060,0,15.6, 1920 x 1080 ,2,34990000
647,Dell,Intel Core i5-1135G7,8 GB,4266MHz,512,0,On board,0,13.3, 1920 x 1080 ,1,27690000
648,ASUS,AMD Ryzen 3-4300U,4 GB,2400 MHz,256,0,On board,0,14, 1920 x 1080 ,1,13490000
649,Dell,Intel Core i5-1135G7,8 GB,3200MHz,256,0,NVIDIA GeForce MX330,2,14, 1920 x 1080 ,1,19990000
650,Dell,Intel Core i7-1165G7,16 GB,4266MHz,512,0,On board,0,13.3, 3840 x 2160 ,1,34990000
651,Dell,AMD Ryzen 3-3250U,4 GB,3200MHz,256,0,On board,0,15.6, 1920 x 1080 ,1,12190000
652,ASUS,Intel Pentium Silver-N5030,4 GB,2400MHz,256,0,On board,0,15.6, 1366 x 768 ,1,7990000
653,MSI,Intel Core i5-1135G7,8 GB,2666MHz,512,0,NVIDIA GeForce MX450,2,14, 1920 x 1080 ,1,22990000
654,HP,Intel Core i7-10750H,8 GB,2933MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6, 1920 x 1080 ,2,28990000
655,ASUS,Intel Core i3-1005G1,4 GB,2666MHz,512,0,On board,0,15.6, 1920 x 1080 ,1,11190000
656,Dell,Intel Core i3-1005G1,4 GB,2666MHz,256,0,On board,0,15.6, 1920 x 1080 ,2,11490000
657,ASUS,Intel Core i7-10870H,8 GB,2933MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6, 1920 x 1080 ,2,26990000
658,ASUS,Intel Core i3-1115G4,4 GB,3200MHz,256,0,On board,0,14, 1920 x 1080 ,1,12890000
659,Dell,Intel Core i5-10210U,8 GB,2666MHz,512,0,NVIDIA GeForce MX230,2,14, 1920 x 1080 ,1,20990000
660,Dell,Intel Core i5-1035G1,8 GB,2666MHz,256,0,On board,0,15.6, 1920 x 1080 ,2,15590000
661,ACER,Intel Core i5-1135G7,8 GB,2666MHz,512,0,On board,0,14, 1920 x 1080 ,1,22990000
662,ACER,Intel Core i5-1135G7,16 GB,2666MHz,1,0,On board,0,14, 1920 x 1080 ,1,26990000
663,ACER,Intel Core i5-1135G7,8 GB,2666MHz,512,0,On board,0,13.5, 2556 x 1504 ,1,20990000
664,Dell,AMD Ryzen 5-3500U,4 GB,2400MHz,256,0,AMD Radeon Vega,0,14, 1920 x 1080 ,1,12490000
665,Dell,AMD Ryzen 3-3250U,4 GB,2400MHz,0,1000,On board,0,14, 1366 x 768 ,1,9900000
666,HP,AMD Ryzen 7-4800H,8 GB,3200MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6, 1920 x 1080 ,2,26490000
667,ACER,Intel Core i5-1135G7,8 GB,2666MHz,512,0,On board,0,14, 1920 x 1080 ,1,25990000
668,ACER,Intel Core i5-1135G7,8 GB,2400MHz,256,0,On board,0,14, 1920 x 1080 ,1,16990000
669,ACER,Intel Core i5-1135G7,8 GB,2666MHz,512,0,On board,0,14, 1920 x 1080 ,1,17490000
670,Avita,AMD Ryzen 7-3700U,8 GB,2400MHz,512,0,AMD Radeon Vega,0,14, 1920 x 1080 ,1,15990000
671,Avita,Intel Core i7-10510U,8 GB,2400MHz,1,0,On board,0,14, 1920 x 1080 ,1,21990000
672,Avita,Intel Core i5-10210U,8 GB,2400MHz,512,0,On board,0,14, 1920 x 1080 ,1,16990000
673,ASUS,Intel Core i7-1165G7,16 GB,4266MHz,512,0,On board,0,14, 1920 x 1080 ,1,28990000
674,Dell,Intel Core i3-1005G1,4 GB,2666MHz,256,256,On board,0,14, 1920 x 1080 ,1,12790000
675,ASUS,Intel Core i5-10300H,8 GB,2933MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6, 1920 x 1080 ,2,23490000
676,ASUS,Intel Core i3-1115G4,4 GB,3200MHz,512,0,On board,0,15.6, 1920 x 1080 ,1,13890000
677,ASUS,Intel Core i3-1115G4,4 GB,3200MHz,512,0,On board,0,15.6, 1920 x 1080 ,1,14490000
678,ASUS,Intel Core i5-1135G7,8 GB,3200MHz,512,0,On board,0,14, 1920 x 1080 ,1,18990000
679,HP,Intel Core i5-1135G7,8 GB,2666MHz,512,0,On board,0,13.3, 1920 x 1080 ,1,23590000
680,HP,Intel Core i7-1165G7,8 GB,2933MHz,512,0,On board,0,13.3, 1920 x 1080 ,1,28490000
681,HP,Intel Core i5-1135G7,8 GB,2933MHz,256,0,On board,0,13.3, 1920 x 1080 ,1,22590000
682,Lenovo,Intel Core i5-10300H,8 GB,3200MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6, 1920 x 1080 ,2,27990000
683,ASUS,Intel Core i5-1135G7,8 GB,4266MHz,512,0,On board,0,14, 1920 x 1080 ,1,22990000
684,ASUS,Intel Core i5-10210U,8 GB,2666MHz,256,0,On board,0,14, 1920 x 1080 ,1,16790000
685,Lenovo,AMD Ryzen 3-3250U,4 GB,2400MHz,256,0,On board,0,15.6, 1920 x 1080 ,1,9790000
686,Dell,Intel Core i7-10750H,8 GB,2933MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6, 1920 x 1080 ,1,30490000
687,Lenovo,Intel Core i5-1035G1,4 GB,2666MHz,256,0,On board,0,14, 1920 x 1080 ,1,14690000
688,ACER,Intel Core i3-1115G4,4 GB,2400MHz,256,0,On board,0,14, 1920 x 1080 ,1,13490000
689,ASUS,Intel Core i7-9750H,8 GB,3200MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6, 1920 x 1080 ,2,24990000
690,ASUS,AMD Ryzen 3-3250U,4 GB,2400MHz,512,0,On board,0,14, 1920 x 1080 ,1,11690000
691,MSI,Intel Core i5-10300H,8 GB,2666MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6, 1920 x 1080 ,1,20990000
692,MSI,Intel Core i7-10750H,8 GB,2666MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,17.3, 1920 x 1080 ,2,32990000
693,ASUS,Intel Celeron-N4020,4 GB,2400MHz,0,0,On board,0,11.6, 1366 x 768 ,1,5990000
694,ACER,AMD Ryzen 7-3750H,8 GB,2400MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6, 1920 x 1080 ,2,20990000
695,ACER,AMD Ryzen 5-3550H,8 GB,2400MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6, 1920 x 1080 ,2,19990000
696,ACER,Intel Core i7-10750H,8 GB,2933MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6, 1920 x 1080 ,2,28990000
697,Dell,Intel Core i7-10750H,8 GB,2933MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6, 1920 x 1080 ,2,31990000
698,Dell,Intel Core i7-10750H,4 GB,2933MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6, 1920 x 1080 ,2,27990000
699,Dell,Intel Core i7-10750H,4 GB,2933MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6, 1920 x 1080 ,2,31290000
700,Dell,Intel Core i5-10300H,4 GB,2933MHz,256,256,NVIDIA GeForce GTX 1650,4,15.6, 1920 x 1080 ,2,22490000
701,Lenovo,Intel Core i5-10210U,8 GB,2666MHz,512,0,On board,0,13.3, 1920 x 1080 ,1,34490000
702,ASUS,AMD Ryzen 7-4800H,8 GB,3200MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6, 1920 x 1080 ,2,26990000
703,HP,Intel Core i3-1005G1,4 GB,2666MHz,256,0,On board,0,14, 1920 x 1080 ,1,11590000
704,HP,Intel Core i3-1005G1,4 GB,2666MHz,256,0,On board,0,14, 1366 x 768 ,1,10990000
705,HP,Intel Core i3-1005G1,4 GB,2666MHz,512,0,On board,0,14, 1920 x 1080 ,1,12590000
706,HP,Intel Core i3-1005G1,4 GB,2666MHz,512,0,On board,0,14, 1366 x 768 ,1,11990000
707,Dell,Intel Core i3-1005G1,4 GB,2666MHz,256,0,On board,0,15.6, 1920 x 1080 ,2,11490000
708,ASUS,Intel Core i5-9300H,8 GB,2666MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6, 1920 x 1080 ,2,22990000
709,ASUS,Intel Core i3-10110U,4 GB,2400MHz,256,0,On board,0,15.6, 1920 x 1080 ,1,12690000
710,ACER,Intel Core i3-1005G1,4 GB,2400MHz,512,0,On board,0,15.6, 1920 x 1080 ,1,12990000
711,ACER,Intel Core i5-1035G1,8 GB,2666MHz,512,0,NVIDIA GeForce MX350,2,14, 1920 x 1080 ,1,18490000
712,ACER,Intel Core i7-10750H,8 GB,2933MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6, 1920 x 1080 ,2,37390000
713,Lenovo,Intel Core i5-1035G4,4 GB,2666MHz,256,0,On board,0,14, 1920 x 1080 ,1,14590000
714,ASUS,AMD Ryzen 7-3750H,8 GB,2400MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6, 1920 x 1080 ,2,19290000
715,ASUS,AMD Ryzen 7-4800H,8 GB,3200MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,17.3, 1920 x 1080 ,2,27990000
716,MSI,Intel Core i5-9300H,8 GB,2666MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6, 1920 x 1080 ,1,22990000
717,ASUS,AMD Ryzen 3-3250U,4 GB,2400 MHz,256,0,On board,0,15.6, 1920 x 1080 ,1,10190000
718,ASUS,Intel Core i3-10110U,4 GB,2400 MHz,512,0,On board,0,14, 1920 x 1080 ,1,13990000
719,Lenovo,Intel Core i5-10300H,8 GB,2933MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6, 1920 x 1080 ,2,20990000
720,HP,Intel Core i7-1065G7,8 GB,3200MHz,512,0,On board,0,13.3, 1920 x 1080 ,1,27990000
721,ASUS,AMD Ryzen 3-3250U,4 GB,2400MHz,512,0,On board,0,15.6, 1920 x 1080 ,1,11990000
722,ASUS,AMD Ryzen 5-4500U,8 GB,3200MHz,512,0,On board,0,14, 1920 x 1080 ,1,16690000
723,ASUS,Intel Core i3-1005G1,4 GB,2666MHz,256,0,On board,0,14, 1920 x 1080 ,1,10590000
724,ASUS,Intel Core i7-10750H,8 GB,3200MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6, 1920 x 1080 ,2,32490000
725,ASUS,Intel Core i7-10750H,16 GB,2933MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6, 1920 x 1080 ,1,41990000
726,ASUS,Intel Core i7-10875H,8 GB,3200MHz,1,0,NVIDIA GeForce RTX 2060,6,15.6, 1920 x 1080 ,2,47990000
727,ASUS,Intel Core i7-10750H,8 GB,2933MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,17.3, 1920 x 1080 ,2,34990000
728,ASUS,Intel Core i3-10110U,4 GB,2400MHz,256,0,On board,0,14, 1920 x 1080 ,1,12590000
729,ASUS,Intel Core i3-10110U,4 GB,2400MHz,256,0,On board,0,15.6, 1920 x 1080 ,1,12690000
730,ASUS,Intel Core i3-10110U,4 GB,2400MHz,256,0,On board,0,15.6, 1920 x 1080 ,1,12190000
731,ASUS,Intel Core i5-10210U,8 GB,2666MHz,512,0,On board,0,14, 1920 x 1080 ,1,17990000
732,HP,AMD Ryzen 3-4300U,4 GB,3200MHz,256,0,On board,0,15.6, 1366 x 768 ,2,12990000
733,ASUS,AMD Ryzen 3-3250U,4 GB,2400MHz,256,0,On board,0,14, 1920 x 1080 ,1,9990000
734,ASUS,AMD Ryzen 3-3250U,4 GB,2400MHz,0,1000,On board,0,14, 1920 x 1080 ,1,9990000
735,MSI,Intel Core i7-10510U,8 GB,2666MHz,512,0,On board,0,14, 1920 x 1080 ,1,21490000
736,ASUS,Intel Core i3-10110U,4 GB,2400MHz,256,0,On board,0,14, 1920 x 1080 ,1,11990000
737,Lenovo,AMD Ryzen 3-4300U,4 GB,2666MHz,512,0,On board,0,14, 1920 x 1080 ,1,11490000
738,ASUS,Intel Core i7-10750H,8 GB,3200MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6, 1920 x 1080 ,2,28990000
739,ASUS,Intel Core i5-1035G1,8 GB,2666MHz,512,0,NVIDIA GeForce MX350,2,15.6, 1920 x 1080 ,1,20790000
740,Lenovo,AMD Ryzen 5-4500U,8 GB,2666MHz,512,0,On board,0,14, 1920 x 1080 ,1,13990000
741,HP,Intel Core i5-1035G1,8 GB,2666MHz,512,0,On board,0,14, 1366 x 768 ,1,16390000
742,HP,Intel Core i7-10750H,8 GB,2666MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6, 1920 x 1080 ,2,29990000
743,ASUS,Intel Core i5-1035G1,8 GB,3200MHz,512,0,On board,0,14, 1920 x 1080 ,0,22990000
744,ASUS,Intel Core i5-1035G1,8 GB,3200MHz,512,0,On board,0,14, 1920 x 1080 ,1,22990000
